aff_no,hindi_mrk(10),eng_mrk(10),socil_mrk(10),sci_mrk(10),skt_mrk(10),math_mrk(10),perc(total_avg),site_sel,Mid_T(EL),Final_T(EL),Sugg_Change,ssc_p,ssc_b,hsc_b,hsc_s,score,degree_t,workex,etest_p,specialisation,percentage,status,salary
1130424,21,49,48,51,70,4,40.5,Arts,69,62,No,69,Others,Placed,Sports,69,Comm&Mgmt,Yes,67,ClubMember,62.35,Pass,240000
1130425,80,17,19,6,72,88,47,Arts,81.7,63,No,81.7,Others,Placed,Music&Dance,67,Comm&Mgmt,Yes,86,NonClubMember,70.2,Pass,300000
1130426,70,31,60,21,54,76,52,Arts,63,67,No,63,Central,NotPlaced,Sports,74,Comm&Mgmt,No,82,NonClubMember,60.44,Fail,
1130427,5,22,48,33,32,70,35,Arts,40,79,Yes ,84,Others,Placed,Music&Dance,68,Sci&Tech,Yes,84,NonClubMember,66.69,Pass,300000
1130428,13,88,92,25,83,98,66.5,Comm&Mgmt,70,63,No,70,Central,Placed,Music&Dance,70,Sci&Tech,Yes,55,NonClubMember,62,Pass,300000
1130429,20,45,59,73,62,90,58.16666667,Arts,83.84,89.83,No,83.84,Others,Placed,Sports,77.2,Comm&Mgmt,Yes,78.74,NonClubMember,76.18,Pass,400000
1130430,32,89,91,20,76,58,61,Comm&Mgmt,62,63,No,62,Others,Placed,Sports,64,Comm&Mgmt,No,67,NonClubMember,57.03,Pass,220000
1130431,7,16,28,17,96,82,41,Arts,59.6,51,Yes ,59.6,Central,NotPlaced,Music&Dance,60,Others,No,75,ClubMember,59.08,Fail,
1130432,25,15,46,25,10,22,84,Sci&Tech,66,62,No,66,Central,NotPlaced,Sports,73,Comm&Mgmt,No,58,ClubMember,64.36,Pass,210000
1130433,65,70,58,4,67,78,57,Arts,84,75,No,84,Others,Placed,Music&Dance,69,Sci&Tech,Yes,62,ClubMember,62.36,Pass,210000
1130434,16,30,79,51,60,93,54.83333333,Arts,85,90,No,85,Others,Placed,Sports,82,Comm&Mgmt,No,92,NonClubMember,68.03,Pass,300000
1130435,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52,57,Yes ,52,Central,NotPlaced,Sports,50.8,Comm&Mgmt,No,67,ClubMember,62.79,Fail,
1130436,87,13,24,82,47,16,44.83333333,Arts,60.23,69,No,60.23,Central,NotPlaced,Music&Dance,66,Comm&Mgmt,No,72,NonClubMember,59.47,Pass,230000
1130437,12,77,94,38,15,75,51.83333333,Arts,52,62,Yes ,52,Central,NotPlaced,Sports,54,Comm&Mgmt,No,72,ClubMember,55.41,Fail,
1130438,16,1,79,84,60,78,53,Arts,58,62,Yes ,58,Central,NotPlaced,Sports,64,Comm&Mgmt,No,53.88,NonClubMember,54.97,Pass,260000
1130439,25,49,22,90,13,66,44.16666667,Arts,73,78,No,73,Central,Placed,Sports,65,Comm&Mgmt,Yes,95.46,NonClubMember,62.16,Pass,420000
1130440,72,30,24,19,25,86,42.66666667,Arts,76,70,No,76,Central,NotPlaced,Music&Dance,76,Comm&Mgmt,Yes,66,NonClubMember,64.44,Pass,300000
1130441,70,67,64,58,12,88,64.33333333,Comm&Mgmt,49,62.5,Yes ,70.5,Central,Placed,Sports,61,Comm&Mgmt,No,93.91,NonClubMember,69.03,Fail,
1130442,39,36,11,93,98,52,54.83333333,Arts,69,73,No,69,Central,NotPlaced,Sports,65,Comm&Mgmt,No,70,NonClubMember,57.31,Pass,220000
1130443,30,83,29,64,33,66,50.83333333,Arts,54,82,Yes ,54,Central,Placed,Sports,63,Sci&Tech,No,50,NonClubMember,59.47,Fail,
1130444,39,25,26,82,76,26,45.66666667,Arts,67,91,No,67,Others,Placed,Sports,58,Sci&Tech,No,55,ClubMember,58.8,Pass,270000
1130445,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,No,79.33,Central,Placed,Music&Dance,77.48,Sci&Tech,Yes,86.5,NonClubMember,66.28,Pass,200000
1130446,71,90,68,55,69,25,63,Comm&Mgmt,65,68,No,65,Central,NotPlaced,Arts&Crafts,64,Comm&Mgmt,No,75,NonClubMember,57.8,Pass,250000
1130447,36,20,99,88,64,43,58.33333333,Arts,56,52,Yes ,56,Central,NotPlaced,Music&Dance,52,Sci&Tech,No,66,ClubMember,59.43,Fail,
1130448,99,49,73,90,22,99,72,Comm&Mgmt,85.8,73.6,No,85.8,Central,NotPlaced,Sports,73.3,Comm&Mgmt,No,96.8,NonClubMember,55.5,Pass,425000
1130449,44,37,14,30,98,39,43.66666667,Arts,55,49.8,Yes ,55,Others,Placed,Music&Dance,67.25,Sci&Tech,Yes,55,NonClubMember,51.58,Fail,
1130450,58,40,30,71,47,21,44.5,Arts,46,49.2,Yes ,46,Others,Placed,Sports,79,Comm&Mgmt,No,74.28,NonClubMember,53.29,Fail,
1130451,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82,64,No,82,Central,NotPlaced,Music&Dance,66,Sci&Tech,Yes,67,NonClubMember,62.14,Pass,252000
1130452,92,19,77,4,62,36,48.33333333,Arts,73,79,No,73,Central,NotPlaced,Sports,72,Comm&Mgmt,No,91.34,NonClubMember,61.29,Pass,231000
1130453,77,65,19,94,20,44,53.16666667,Arts,58,70,Yes ,58,Central,NotPlaced,Sports,61,Comm&Mgmt,No,54,NonClubMember,52.21,Fail,
1130454,62,85,73,33,34,30,52.83333333,Arts,58,61,Yes ,58,Central,NotPlaced,Sports,60,Comm&Mgmt,Yes,62,ClubMember,60.85,Pass,260000
1130455,70,0,49,54,59,28,43.33333333,Arts,69.6,68.4,No,69.6,Central,NotPlaced,Sports,78.3,Comm&Mgmt,Yes,60,NonClubMember,63.7,Pass,250000
1130456,92,92,94,20,95,18,68.5,Comm&Mgmt,47,55,Yes ,47,Central,Placed,Music&Dance,65,Comm&Mgmt,No,62,ClubMember,65.04,Fail,
1130457,90,49,88,60,38,12,56.16666667,Arts,77,87,No,77,Central,NotPlaced,Sports,59,Comm&Mgmt,No,68,NonClubMember,68.63,Pass,218000
1130458,29,48,74,93,35,22,50.16666667,Arts,62,47,No,62,Central,NotPlaced,Sports,50,Comm&Mgmt,No,76,ClubMember,54.96,Fail,
1130459,87,49,35,73,81,4,54.83333333,Arts,65,75,No,65,Central,NotPlaced,Sports,69,Comm&Mgmt,Yes,72,NonClubMember,64.66,Pass,200000
1130460,60,1,15,37,31,72,36,Arts,63,66.2,No,63,Central,NotPlaced,Sports,65.6,Comm&Mgmt,Yes,60,NonClubMember,62.54,Pass,300000
1130461,15,13,11,13,37,20,84,Sci&Tech,55,67,Yes ,55,Central,NotPlaced,Sports,64,Comm&Mgmt,No,60,NonClubMember,67.28,Fail,
1130462,44,35,98,34,8,53,45.33333333,Arts,63,66,No,63,Central,NotPlaced,Sports,64,Comm&Mgmt,No,68,ClubMember,64.08,Fail,
1130463,53,40,60,52,39,20,44,Arts,60,67,No,60,Others,Placed,Arts&Crafts,70,Comm&Mgmt,Yes,50.48,NonClubMember,77.89,Pass,236000
1130464,61,70,86,59,91,80,74.5,Sci&Tech,62,65,No,62,Others,Placed,Sports,66,Comm&Mgmt,No,50,ClubMember,56.7,Pass,265000
1130465,85,13,40,18,17,35,34.66666667,Arts,79,76,No,79,Others,Placed,Sports,85,Comm&Mgmt,No,95,NonClubMember,69.06,Pass,393000
1130466,92,3,69,39,31,25,43.16666667,Arts,69.8,60.8,No,69.8,Others,Placed,Music&Dance,72.23,Sci&Tech,No,55.53,ClubMember,68.81,Pass,360000
1130467,19,41,14,98,68,67,51.16666667,Arts,77.4,60,No,77.4,Others,Placed,Music&Dance,64.74,Sci&Tech,Yes,92,NonClubMember,63.62,Pass,300000
1130468,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,No,76.5,Others,Placed,Music&Dance,78.86,Sci&Tech,No,97.4,NonClubMember,74.01,Pass,360000
1130469,12,35,37,32,70,66,42,Arts,52.58,54.6,Yes ,52.58,Others,NotPlaced,Sports,50.2,Comm&Mgmt,Yes,76,NonClubMember,65.33,Fail,
1130470,36,72,88,74,70,59,66.5,Comm&Mgmt,71,79,No,71,Others,Placed,Sports,66,Comm&Mgmt,Yes,94,NonClubMember,57.55,Pass,240000
1130471,33,92,14,54,12,41,41,Arts,63,67,No,63,Others,Placed,Sports,66,Comm&Mgmt,No,68,ClubMember,57.69,Pass,265000
1130472,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,No,76.76,Others,Placed,Sports,67.5,Comm&Mgmt,Yes,73.35,NonClubMember,64.15,Pass,350000
1130473,28,45,30,14,88,58,43.83333333,Arts,62,67,No,62,Central,NotPlaced,Sports,58,Comm&Mgmt,No,77,NonClubMember,51.29,Fail,
1130474,26,32,8,19,70,55,35,Arts,64,73.5,No,64,Central,NotPlaced,Sports,73,Comm&Mgmt,No,52,ClubMember,56.7,Pass,250000
1130475,81,61,90,20,56,46,59,Comm&Mgmt,67,53,No,67,Central,NotPlaced,Music&Dance,65,Sci&Tech,No,64,ClubMember,58.32,Fail,
1130476,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61,81,No,61,Central,NotPlaced,Sports,66.4,Comm&Mgmt,No,50.89,ClubMember,62.21,Pass,278000
1130477,81,74,16,30,70,40,51.83333333,Arts,87,65,No,87,Others,Placed,Music&Dance,81,Comm&Mgmt,Yes,88,NonClubMember,72.78,Pass,260000
1130478,97,96,96,39,93,91,85.33333333,Sci&Tech,62,51,No,62,Others,Placed,Music&Dance,52,Others,No,68.44,ClubMember,62.77,Fail,
1130479,96,49,52,84,8,28,52.83333333,Arts,69,78,No,69,Central,NotPlaced,Sports,72,Comm&Mgmt,No,71,ClubMember,62.74,Pass,300000
1130480,71,34,85,94,8,3,49.16666667,Arts,51,44,Yes ,51,Central,NotPlaced,Sports,57,Comm&Mgmt,No,64,NonClubMember,51.45,Fail,
1130481,80,6,25,68,51,11,40.16666667,Arts,79,76,No,79,Central,NotPlaced,Music&Dance,65.6,Sci&Tech,No,58,ClubMember,55.47,Pass,320000
1130482,53,83,54,98,74,97,76.5,Sci&Tech,73,58,No,73,Others,Placed,Music&Dance,66,Comm&Mgmt,No,53.7,ClubMember,56.86,Pass,240000
1130483,11,56,80,40,60,58,50.83333333,Arts,81,68,No,81,Others,Placed,Music&Dance,64,Sci&Tech,No,93,NonClubMember,62.56,Pass,411000
1130484,29,21,14,70,71,48,84,Sci&Tech,48,77,Yes ,78,Central,Placed,Sports,80,Comm&Mgmt,No,60,NonClubMember,66.72,Pass,287000
1130485,19,52,22,81,86,56,52.66666667,Arts,74,63.16,No,74,Others,Placed,Sports,65,Comm&Mgmt,Yes,65,ClubMember,69.76,Fail,
1130486,50,58,87,69,59,21,58,Arts,49,39,Yes ,49,Others,NotPlaced,Music&Dance,65,Others,No,63,NonClubMember,51.21,Fail,
1130487,56,85,34,99,65,98,72.83333333,Comm&Mgmt,87,87,No,87,Others,Placed,Sports,68,Comm&Mgmt,No,95,ClubMember,62.9,Pass,300000
1130488,84,91,94,47,87,33,72.66666667,Comm&Mgmt,47,73,Yes ,77,Others,Placed,Sports,81,Comm&Mgmt,Yes,89,NonClubMember,69.7,Pass,200000
1130489,26,53,44,50,32,23,38,Arts,76,64,No,76,Central,NotPlaced,Music&Dance,72,Sci&Tech,No,58,ClubMember,66.53,Fail,
1130490,70,63,59,25,56,62,55.83333333,Arts,70.89,71.98,No,70.89,Others,Placed,Music&Dance,65.6,Comm&Mgmt,No,68,ClubMember,71.63,Fail,
1130491,63,16,15,24,62,62,40.33333333,Arts,63,60,No,63,Central,NotPlaced,Sports,57,Comm&Mgmt,Yes,78,NonClubMember,54.55,Pass,204000
1130492,83,82,7,31,92,38,55.5,Arts,63,62,No,63,Others,Placed,Sports,68,Comm&Mgmt,No,64,NonClubMember,62.46,Pass,250000
1130493,85,83,69,67,29,11,57.33333333,Arts,50,37,Yes ,50,Others,Placed,Arts&Crafts,52,Others,No,65,ClubMember,56.11,Fail,
1130494,96,95,83,39,71,85,78.16666667,Sci&Tech,75.2,73.2,No,75.2,Central,NotPlaced,Music&Dance,68.4,Comm&Mgmt,No,65,ClubMember,62.98,Pass,200000
1130495,96,91,50,91,43,17,64.66666667,Comm&Mgmt,54.4,61.12,Yes ,54.4,Central,NotPlaced,Sports,56.2,Comm&Mgmt,No,67,ClubMember,62.65,Fail,
1130496,19,98,61,86,87,51,67,Comm&Mgmt,40.89,45.83,Yes ,40.89,Others,Placed,Sports,53,Comm&Mgmt,No,71.2,ClubMember,65.49,Fail,
1130497,90,31,72,57,53,55,59.66666667,Comm&Mgmt,80,70,No,80,Others,Placed,Music&Dance,72,Sci&Tech,No,87,ClubMember,71.04,Pass,450000
1130498,57,57,62,36,86,46,57.33333333,Arts,74,60,No,74,Central,Placed,Music&Dance,69,Comm&Mgmt,No,78,ClubMember,65.56,Pass,216000
1130499,38,49,38,64,21,91,50.16666667,Arts,60.4,66.6,No,60.4,Central,Placed,Music&Dance,65,Comm&Mgmt,No,71,ClubMember,52.71,Pass,220000
1130500,63,40,93,86,86,8,62.66666667,Comm&Mgmt,63,71.4,No,63,Others,Placed,Sports,61.4,Comm&Mgmt,No,68,NonClubMember,66.88,Pass,240000
1130501,86,75,86,44,91,96,79.66666667,Sci&Tech,68,76,No,68,Central,NotPlaced,Sports,74,Comm&Mgmt,No,80,NonClubMember,63.59,Pass,360000
1130502,16,44,26,94,57,85,53.66666667,Arts,74,62,No,74,Central,Placed,Music&Dance,68,Comm&Mgmt,No,74,NonClubMember,57.99,Pass,268000
1130503,34,79,63,59,69,92,66,Comm&Mgmt,52.6,65.58,Yes ,52.6,Central,Placed,Music&Dance,72.11,Sci&Tech,No,57.6,NonClubMember,56.66,Pass,265000
1130504,44,50,94,36,77,89,65,Comm&Mgmt,74,70,No,74,Central,NotPlaced,Music&Dance,72,Comm&Mgmt,Yes,60,NonClubMember,57.24,Pass,260000
1130505,82,36,31,13,77,7,41,Arts,84.2,73.4,No,84.2,Central,NotPlaced,Sports,66.89,Comm&Mgmt,No,61.6,NonClubMember,62.48,Pass,300000
1130506,49,27,83,9,68,24,43.33333333,Arts,44,64.2,Yes ,86.5,Others,Placed,Music&Dance,67.4,Sci&Tech,No,59,NonClubMember,59.69,Pass,240000
1130507,36,93,54,72,98,44,66.16666667,Comm&Mgmt,61,70,No,61,Others,Placed,Sports,64,Comm&Mgmt,No,68.5,ClubMember,59.5,Fail,
1130508,28,12,87,71,15,57,45,Arts,80,73,No,80,Others,Placed,Sports,75,Comm&Mgmt,No,61,NonClubMember,58.78,Pass,240000
1130509,18,70,15,36,18,21,84,Sci&Tech,54,47,Yes ,54,Others,Placed,Music&Dance,57,Comm&Mgmt,No,89.69,ClubMember,57.1,Fail,
1130510,49,14,62,10,19,8,84,Sci&Tech,83,74,No,83,Others,Placed,Music&Dance,66,Comm&Mgmt,No,68.92,ClubMember,58.46,Pass,275000
1130511,53,45,40,7,28,56,38.16666667,Arts,80.92,78.5,No,80.92,Others,Placed,Sports,67,Comm&Mgmt,No,68.71,NonClubMember,60.99,Pass,275000
1130512,26,45,9,79,37,80,46,Arts,69.7,47,No,69.7,Central,NotPlaced,Sports,72.7,Sci&Tech,No,79,ClubMember,59.24,Fail,
1130513,41,98,56,74,69,42,63.33333333,Comm&Mgmt,73,73,No,73,Central,NotPlaced,Music&Dance,66,Sci&Tech,Yes,70,NonClubMember,68.07,Pass,275000
1130514,34,10,24,10,19,70,84,Sci&Tech,82,61,No,82,Others,Placed,Music&Dance,62,Sci&Tech,No,89,NonClubMember,65.45,Pass,360000
1130515,4,60,18,24,19,31,84,Sci&Tech,75,70.29,No,75,Others,Placed,Sports,71,Comm&Mgmt,No,95,NonClubMember,66.94,Pass,240000
1130516,65,38,42,57,76,77,59.16666667,Comm&Mgmt,42,67,Yes ,84.86,Others,Placed,Music&Dance,78,Comm&Mgmt,No,95.5,NonClubMember,68.53,Pass,240000
1130517,36,77,58,58,76,96,66.83333333,Comm&Mgmt,64.6,83.83,No,64.6,Central,Placed,Sports,71.72,Comm&Mgmt,No,86,NonClubMember,59.75,Pass,218000
1130518,40,38,19,6,53,57,35.5,Arts,56.6,64.8,Yes ,56.6,Central,NotPlaced,Sports,70.2,Comm&Mgmt,No,84.27,NonClubMember,67.2,Pass,336000
1130519,59,72,22,93,67,56,61.5,Comm&Mgmt,59,62,Yes ,59,Central,Placed,Sports,77.5,Comm&Mgmt,No,74,ClubMember,67,Fail,
1130520,80,67,52,53,78,69,66.5,Comm&Mgmt,66.5,70.4,No,66.5,Others,NotPlaced,Arts&Crafts,71.93,Comm&Mgmt,No,61,NonClubMember,64.27,Pass,230000
1130521,43,62,64,37,73,90,61.5,Comm&Mgmt,64,80,No,64,Others,Placed,Music&Dance,65,Sci&Tech,Yes,69,NonClubMember,57.65,Pass,500000
1130522,61,5,71,72,56,30,49.16666667,Arts,84,90.9,No,84,Others,Placed,Music&Dance,64.5,Sci&Tech,No,86.04,NonClubMember,59.42,Pass,270000
1130523,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69,62,No,69,Central,NotPlaced,Music&Dance,66,Sci&Tech,No,75,ClubMember,67.99,Fail,
1130524,21,49,48,51,70,4,40.5,Arts,69,62,No,69,Others,Placed,Sports,69,Comm&Mgmt,Yes,67,ClubMember,62.35,Pass,240000
1130525,80,17,19,6,72,88,47,Arts,81.7,63,No,81.7,Others,Placed,Music&Dance,67,Comm&Mgmt,Yes,86,NonClubMember,70.2,Pass,300000
1130526,70,31,60,21,54,76,52,Arts,63,67,No,63,Central,NotPlaced,Sports,74,Comm&Mgmt,No,82,NonClubMember,60.44,Fail,
1130527,5,22,48,33,32,70,35,Arts,40,79,Yes ,84,Others,Placed,Music&Dance,68,Sci&Tech,Yes,84,NonClubMember,66.69,Pass,300000
1130528,13,88,92,25,83,98,66.5,Comm&Mgmt,70,63,No,70,Central,Placed,Music&Dance,70,Sci&Tech,Yes,55,NonClubMember,62,Pass,300000
1130529,20,45,59,73,62,90,58.16666667,Arts,83.84,89.83,No,83.84,Others,Placed,Sports,77.2,Comm&Mgmt,Yes,78.74,NonClubMember,76.18,Pass,400000
1130530,32,89,91,20,76,58,61,Comm&Mgmt,62,63,No,62,Others,Placed,Sports,64,Comm&Mgmt,No,67,NonClubMember,57.03,Pass,220000
1130531,7,16,28,17,96,82,41,Arts,59.6,51,Yes ,59.6,Central,NotPlaced,Music&Dance,60,Others,No,75,ClubMember,59.08,Fail,
1130532,25,15,46,25,10,22,84,Sci&Tech,66,62,No,66,Central,NotPlaced,Sports,73,Comm&Mgmt,No,58,ClubMember,64.36,Pass,210000
1130533,65,70,58,4,67,78,57,Arts,84,75,No,84,Others,Placed,Music&Dance,69,Sci&Tech,Yes,62,ClubMember,62.36,Pass,210000
1130534,16,30,79,51,60,93,54.83333333,Arts,85,90,No,85,Others,Placed,Sports,82,Comm&Mgmt,No,92,NonClubMember,68.03,Pass,300000
1130535,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52,57,Yes ,52,Central,NotPlaced,Sports,50.8,Comm&Mgmt,No,67,ClubMember,62.79,Fail,
1130536,87,13,24,82,47,16,44.83333333,Arts,60.23,69,No,60.23,Central,NotPlaced,Music&Dance,66,Comm&Mgmt,No,72,NonClubMember,59.47,Pass,230000
1130537,12,77,94,38,15,75,51.83333333,Arts,52,62,Yes ,52,Central,NotPlaced,Sports,54,Comm&Mgmt,No,72,ClubMember,55.41,Fail,
1130538,16,1,79,84,60,78,53,Arts,58,62,Yes ,58,Central,NotPlaced,Sports,64,Comm&Mgmt,No,53.88,NonClubMember,54.97,Pass,260000
1130539,25,49,22,90,13,66,44.16666667,Arts,73,78,No,73,Central,Placed,Sports,65,Comm&Mgmt,Yes,95.46,NonClubMember,62.16,Pass,420000
1130540,72,30,24,19,25,86,42.66666667,Arts,76,70,No,76,Central,NotPlaced,Music&Dance,76,Comm&Mgmt,Yes,66,NonClubMember,64.44,Pass,300000
1130541,70,67,64,58,12,88,64.33333333,Comm&Mgmt,49,62.5,Yes ,70.5,Central,Placed,Sports,61,Comm&Mgmt,No,93.91,NonClubMember,69.03,Fail,
1130542,39,36,11,93,98,52,54.83333333,Arts,69,73,No,69,Central,NotPlaced,Sports,65,Comm&Mgmt,No,70,NonClubMember,57.31,Pass,220000
1130543,30,83,29,64,33,66,50.83333333,Arts,54,82,Yes ,54,Central,Placed,Sports,63,Sci&Tech,No,50,NonClubMember,59.47,Fail,
1130544,39,25,26,82,76,26,45.66666667,Arts,67,91,No,67,Others,Placed,Sports,58,Sci&Tech,No,55,ClubMember,58.8,Pass,270000
1130545,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,No,79.33,Central,Placed,Music&Dance,77.48,Sci&Tech,Yes,86.5,NonClubMember,66.28,Pass,200000
1130546,71,90,68,55,69,25,63,Comm&Mgmt,65,68,No,65,Central,NotPlaced,Arts&Crafts,64,Comm&Mgmt,No,75,NonClubMember,57.8,Pass,250000
1130547,36,20,99,88,64,43,58.33333333,Arts,56,52,Yes ,56,Central,NotPlaced,Music&Dance,52,Sci&Tech,No,66,ClubMember,59.43,Fail,
1130548,99,49,73,90,22,99,72,Comm&Mgmt,85.8,73.6,No,85.8,Central,NotPlaced,Sports,73.3,Comm&Mgmt,No,96.8,NonClubMember,55.5,Pass,425000
1130549,44,37,14,30,98,39,43.66666667,Arts,55,49.8,Yes ,55,Others,Placed,Music&Dance,67.25,Sci&Tech,Yes,55,NonClubMember,51.58,Fail,
1130550,58,40,30,71,47,21,44.5,Arts,46,49.2,Yes ,46,Others,Placed,Sports,79,Comm&Mgmt,No,74.28,NonClubMember,53.29,Fail,
1130551,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82,64,No,82,Central,NotPlaced,Music&Dance,66,Sci&Tech,Yes,67,NonClubMember,62.14,Pass,252000
1130552,92,19,77,4,62,36,48.33333333,Arts,73,79,No,73,Central,NotPlaced,Sports,72,Comm&Mgmt,No,91.34,NonClubMember,61.29,Pass,231000
1130553,77,65,19,94,20,44,53.16666667,Arts,58,70,Yes ,58,Central,NotPlaced,Sports,61,Comm&Mgmt,No,54,NonClubMember,52.21,Fail,
1130554,62,85,73,33,34,30,52.83333333,Arts,58,61,Yes ,58,Central,NotPlaced,Sports,60,Comm&Mgmt,Yes,62,ClubMember,60.85,Pass,260000
1130555,70,0,49,54,59,28,43.33333333,Arts,69.6,68.4,No,69.6,Central,NotPlaced,Sports,78.3,Comm&Mgmt,Yes,60,NonClubMember,63.7,Pass,250000
1130556,92,92,94,20,95,18,68.5,Comm&Mgmt,47,55,Yes ,47,Central,Placed,Music&Dance,65,Comm&Mgmt,No,62,ClubMember,65.04,Fail,
1130557,90,49,88,60,38,12,56.16666667,Arts,77,87,No,77,Central,NotPlaced,Sports,59,Comm&Mgmt,No,68,NonClubMember,68.63,Pass,218000
1130558,29,48,74,93,35,22,50.16666667,Arts,62,47,No,62,Central,NotPlaced,Sports,50,Comm&Mgmt,No,76,ClubMember,54.96,Fail,
1130559,87,49,35,73,81,4,54.83333333,Arts,65,75,No,65,Central,NotPlaced,Sports,69,Comm&Mgmt,Yes,72,NonClubMember,64.66,Pass,200000
1130560,60,1,15,37,31,72,36,Arts,63,66.2,No,63,Central,NotPlaced,Sports,65.6,Comm&Mgmt,Yes,60,NonClubMember,62.54,Pass,300000
1130561,15,13,11,13,37,20,84,Sci&Tech,55,67,Yes ,55,Central,NotPlaced,Sports,64,Comm&Mgmt,No,60,NonClubMember,67.28,Fail,
1130562,44,35,98,34,8,53,45.33333333,Arts,63,66,No,63,Central,NotPlaced,Sports,64,Comm&Mgmt,No,68,ClubMember,64.08,Fail,
1130563,53,40,60,52,39,20,44,Arts,60,67,No,60,Others,Placed,Arts&Crafts,70,Comm&Mgmt,Yes,50.48,NonClubMember,77.89,Pass,236000
1130564,61,70,86,59,91,80,74.5,Sci&Tech,62,65,No,62,Others,Placed,Sports,66,Comm&Mgmt,No,50,ClubMember,56.7,Pass,265000
1130565,85,13,40,18,17,35,34.66666667,Arts,79,76,No,79,Others,Placed,Sports,85,Comm&Mgmt,No,95,NonClubMember,69.06,Pass,393000
1130566,92,3,69,39,31,25,43.16666667,Arts,69.8,60.8,No,69.8,Others,Placed,Music&Dance,72.23,Sci&Tech,No,55.53,ClubMember,68.81,Pass,360000
1130567,19,41,14,98,68,67,51.16666667,Arts,77.4,60,No,77.4,Others,Placed,Music&Dance,64.74,Sci&Tech,Yes,92,NonClubMember,63.62,Pass,300000
1130568,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,No,76.5,Others,Placed,Music&Dance,78.86,Sci&Tech,No,97.4,NonClubMember,74.01,Pass,360000
1130569,12,35,37,32,70,66,42,Arts,52.58,54.6,Yes ,52.58,Others,NotPlaced,Sports,50.2,Comm&Mgmt,Yes,76,NonClubMember,65.33,Fail,
1130570,36,72,88,74,70,59,66.5,Comm&Mgmt,71,79,No,71,Others,Placed,Sports,66,Comm&Mgmt,Yes,94,NonClubMember,57.55,Pass,240000
1130571,33,92,14,54,12,41,41,Arts,63,67,No,63,Others,Placed,Sports,66,Comm&Mgmt,No,68,ClubMember,57.69,Pass,265000
1130572,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,No,76.76,Others,Placed,Sports,67.5,Comm&Mgmt,Yes,73.35,NonClubMember,64.15,Pass,350000
1130573,28,45,30,14,88,58,43.83333333,Arts,62,67,No,62,Central,NotPlaced,Sports,58,Comm&Mgmt,No,77,NonClubMember,51.29,Fail,
1130574,26,32,8,19,70,55,35,Arts,64,73.5,No,64,Central,NotPlaced,Sports,73,Comm&Mgmt,No,52,ClubMember,56.7,Pass,250000
1130575,81,61,90,20,56,46,59,Comm&Mgmt,67,53,No,67,Central,NotPlaced,Music&Dance,65,Sci&Tech,No,64,ClubMember,58.32,Fail,
1130576,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61,81,No,61,Central,NotPlaced,Sports,66.4,Comm&Mgmt,No,50.89,ClubMember,62.21,Pass,278000
1130577,81,74,16,30,70,40,51.83333333,Arts,87,65,No,87,Others,Placed,Music&Dance,81,Comm&Mgmt,Yes,88,NonClubMember,72.78,Pass,260000
1130578,97,96,96,39,93,91,85.33333333,Sci&Tech,62,51,No,62,Others,Placed,Music&Dance,52,Others,No,68.44,ClubMember,62.77,Fail,
1130579,96,49,52,84,8,28,52.83333333,Arts,69,78,No,69,Central,NotPlaced,Sports,72,Comm&Mgmt,No,71,ClubMember,62.74,Pass,300000
1130580,71,34,85,94,8,3,49.16666667,Arts,51,44,Yes ,51,Central,NotPlaced,Sports,57,Comm&Mgmt,No,64,NonClubMember,51.45,Fail,
1130581,80,6,25,68,51,11,40.16666667,Arts,79,76,No,79,Central,NotPlaced,Music&Dance,65.6,Sci&Tech,No,58,ClubMember,55.47,Pass,320000
1130582,53,83,54,98,74,97,76.5,Sci&Tech,73,58,No,73,Others,Placed,Music&Dance,66,Comm&Mgmt,No,53.7,ClubMember,56.86,Pass,240000
1130583,11,56,80,40,60,58,50.83333333,Arts,81,68,No,81,Others,Placed,Music&Dance,64,Sci&Tech,No,93,NonClubMember,62.56,Pass,411000
1130584,29,21,14,70,71,48,84,Sci&Tech,48,77,Yes ,78,Central,Placed,Sports,80,Comm&Mgmt,No,60,NonClubMember,66.72,Pass,287000
1130585,19,52,22,81,86,56,52.66666667,Arts,74,63.16,No,74,Others,Placed,Sports,65,Comm&Mgmt,Yes,65,ClubMember,69.76,Fail,
1130586,50,58,87,69,59,21,58,Arts,49,39,Yes ,49,Others,NotPlaced,Music&Dance,65,Others,No,63,NonClubMember,51.21,Fail,
1130587,56,85,34,99,65,98,72.83333333,Comm&Mgmt,87,87,No,87,Others,Placed,Sports,68,Comm&Mgmt,No,95,ClubMember,62.9,Pass,300000
